"","X","PIT","visit","species","group","season","visit.duration"
"17471",86657,"0700EDCC8C",1,"GRETI",2296,"winter",0.783333333333333
"17472",86661,"0700EDCC8C",1,"GRETI",2058,"winter",1.98333333333333
"17473",86663,"0700EDCC8C",1,"GRETI",2265,"winter",0.933333333333333
"17474",86667,"0700EDCC8C",1,"GRETI",977,"winter",0.783333333333333
"17475",86670,"0700EDCC8C",1,"GRETI",1992,"winter",1.98333333333333
"17476",86672,"0700EDCC8C",1,"GRETI",961,"winter",1.18333333333333
"17477",86701,"0700EDCC8C",1,"GRETI",51,"winter",4.58333333333333
"17478",86702,"0700EDCC8C",2,"GRETI",2194,"winter",3.95
"17479",86709,"0700EDCC8C",1,"GRETI",834,"winter",0.533333333333333
"17480",86723,"0700EDCC8C",1,"GRETI",472,"winter",0.983333333333333
"17481",86731,"0700EDCC8C",1,"GRETI",2257,"winter",2.96666666666667
"17482",86732,"0700EDCC8C",1,"GRETI",1412,"winter",2.95
"17483",86741,"0700EDCC8C",1,"GRETI",1773,"winter",2.3
"17484",86758,"0700EDCC8C",1,"GRETI",1511,"winter",0.933333333333333
"17485",86759,"0700EDCC8C",2,"GRETI",1376,"winter",1.56666666666667
"17486",86767,"0700EDCC8C",1,"GRETI",847,"winter",0.166666666666667
"17487",86771,"0700EDCC8C",1,"GRETI",438,"winter",4.46666666666667
"17488",86786,"0700EDCC8C",1,"GRETI",1045,"winter",3.55
"17489",86793,"0700EDCC8C",1,"GRETI",1366,"winter",4.4
"17490",86797,"0700EDCC8C",1,"GRETI",829,"winter",1.96666666666667
"17491",86803,"0700EDCC8C",1,"GRETI",413,"winter",1.45
"17492",86806,"0700EDCC8C",1,"GRETI",366,"winter",4.91666666666667
"17493",86807,"0700EDCC8C",1,"GRETI",1986,"winter",2.35
"17494",86812,"0700EDCC8C",1,"GRETI",1364,"winter",0.116666666666667
"17495",86822,"0700EDCC8C",1,"GRETI",2231,"winter",0.983333333333333
"17496",86844,"0700EDCC8C",1,"GRETI",1466,"winter",3.43333333333333
"17497",86845,"0700EDCC8C",1,"GRETI",791,"winter",1.68333333333333
"17498",86874,"0700EDCC8C",1,"GRETI",1058,"winter",4.83333333333333
"17499",86877,"0700EDCC8C",1,"GRETI",2287,"winter",0.916666666666667
"17500",86887,"0700EDCC8C",1,"GRETI",165,"winter",2.91666666666667
"17501",86889,"0700EDCC8C",1,"GRETI",1433,"winter",0.966666666666667
"17502",86914,"0700EDCC8C",1,"GRETI",1966,"winter",6.43333333333333
"17503",86924,"0700EDCC8C",2,"GRETI",1922,"winter",7.73333333333333
"17504",86953,"0700EDCC8C",1,"GRETI",1764,"winter",1.5
"17505",86955,"0700EDCC8C",1,"GRETI",1154,"winter",1.96666666666667
"17506",86956,"0700EDCC8C",1,"GRETI",1926,"winter",0.0666666666666667
"17507",86976,"0700EDCC8C",1,"GRETI",158,"winter",0.166666666666667
"17508",86984,"0700EDCC8C",2,"GRETI",389,"winter",7.71666666666667
"17509",86985,"0700EDCC8C",2,"GRETI",1036,"winter",5.41666666666667
"17510",86994,"0700EDCC8C",1,"GRETI",1517,"winter",0.65
"17511",86995,"0700EDCC8C",1,"GRETI",68,"winter",0.683333333333333
"17512",87002,"0700EDCC8C",1,"GRETI",2473,"winter",1.41666666666667
"17513",87009,"0700EDCC8C",1,"GRETI",1508,"winter",2.13333333333333
"17514",87024,"0700EDCC8C",1,"GRETI",1454,"winter",4.45
"17515",87025,"0700EDCC8C",1,"GRETI",388,"winter",5.91666666666667
"17516",87027,"0700EDCC8C",1,"GRETI",1145,"winter",0.283333333333333
"17517",87043,"0700EDCC8C",1,"GRETI",2406,"winter",1.58333333333333
"17518",87049,"0700EDCC8C",3,"GRETI",101,"winter",2.25
"17519",87068,"0700EDCC8C",1,"GRETI",2426,"winter",2.05
"17520",87071,"0700EDCC8C",1,"GRETI",953,"winter",3.48333333333333
"17521",87076,"0700EDCC8C",1,"GRETI",373,"winter",4.18333333333333
"17522",87098,"0700EDCC8C",1,"GRETI",1415,"winter",5.23333333333333
"17523",87099,"0700EDCC8C",1,"GRETI",845,"winter",1.83333333333333
"17524",87119,"0700EDCC8C",2,"GRETI",2174,"winter",3.08333333333333
"17525",87129,"0700EDCC8C",2,"GRETI",423,"winter",1.65
"17526",87149,"0700EDCC8C",1,"GRETI",85,"winter",4.16666666666667
"17527",87157,"0700EDCC8C",1,"GRETI",1440,"winter",3.5
"17528",87169,"0700EDCC8C",1,"GRETI",456,"winter",5.63333333333333
"17529",87187,"0700EDCC8C",1,"GRETI",419,"winter",3.11666666666667
"17530",87193,"0700EDCC8C",1,"GRETI",2449,"winter",1.5
"17531",87217,"0700EDCC8C",1,"GRETI",805,"winter",0.35
"17532",87218,"0700EDCC8C",1,"GRETI",1958,"winter",0.966666666666667
"17533",87221,"0700EDCC8C",1,"GRETI",2180,"winter",0.916666666666667
"17534",87229,"0700EDCC8C",1,"GRETI",2200,"winter",4.86666666666667
"17535",87231,"0700EDCC8C",1,"GRETI",2309,"winter",0.283333333333333
"17536",87239,"0700EDCC8C",2,"GRETI",941,"winter",2.26666666666667
"17537",87240,"0700EDCC8C",1,"GRETI",1790,"winter",0.883333333333333
"17538",87251,"0700EDCC8C",1,"GRETI",1070,"winter",0.45
"17539",87270,"0700EDCC8C",2,"GRETI",2049,"winter",2.98333333333333
"17540",87286,"0700EDCC8C",1,"GRETI",2050,"winter",6.71666666666667
"17541",87287,"0700EDCC8C",1,"GRETI",984,"winter",3.83333333333333
"17542",87290,"0700EDCC8C",1,"GRETI",57,"winter",6.78333333333333
"17543",87312,"0700EDCC8C",1,"GRETI",1094,"winter",0.8
"17544",87328,"0700EDCC8C",2,"GRETI",1512,"winter",3
"17545",87347,"0700EDCC8C",1,"GRETI",808,"winter",2.13333333333333
"17546",87371,"0700EDCC8C",1,"GRETI",1064,"winter",0.916666666666667
"17547",87373,"0700EDCC8C",2,"GRETI",2084,"winter",2.03333333333333
"17548",87379,"0700EDCC8C",2,"GRETI",1141,"winter",0.966666666666667
"17549",87380,"0700EDCC8C",2,"GRETI",2358,"winter",3.03333333333333
"17550",87440,"0700EDCC8C",2,"GRETI",2731,"winter",3.9
"17551",87463,"0700EDCC8C",1,"GRETI",2214,"winter",1.98333333333333
"17552",87504,"0700EDCC8C",1,"GRETI",2395,"winter",5.38333333333333
"17553",87506,"0700EDCC8C",2,"GRETI",1917,"winter",13.1833333333333
"17554",87521,"0700EDCC8C",1,"GRETI",796,"winter",2.91666666666667
"17555",87543,"0700EDCC8C",2,"GRETI",1399,"winter",3.35
"17556",87589,"0700EDCC8C",2,"GRETI",2078,"winter",4.85
"17557",87608,"0700EDCC8C",1,"GRETI",795,"winter",2.53333333333333
"17558",87645,"0700EDCC8C",1,"GRETI",2412,"winter",1.98333333333333
"17559",87669,"0700EDCC8C",1,"GRETI",943,"winter",2.41666666666667
"17560",87671,"0700EDCC8C",3,"GRETI",985,"winter",4.7
"17561",87695,"0700EDCC8C",1,"GRETI",1381,"winter",2.03333333333333
"17562",87731,"0700EDCC8C",1,"GRETI",1791,"winter",1.76666666666667
"17563",87748,"0700EDCC8C",1,"GRETI",2087,"winter",0.933333333333333
"17564",87774,"0700EDCC8C",1,"GRETI",2312,"winter",4.9
"17565",87826,"0700EDCCEF",1,"BLUTI",1088,"winter",4.46666666666667
"17566",87827,"0700EDCCEF",1,"BLUTI",1096,"winter",3
"17567",87829,"0700EDCCEF",1,"BLUTI",1941,"winter",3.41666666666667
"17568",87831,"0700EDCCEF",1,"BLUTI",2268,"winter",0.466666666666667
"17569",87834,"0700EDCCEF",1,"BLUTI",1912,"winter",1.71666666666667
"17570",87839,"0700EDCCEF",1,"BLUTI",1010,"winter",1.23333333333333
"17571",87841,"0700EDCCEF",2,"BLUTI",1110,"winter",1.48333333333333
"17572",87846,"0700EDCCEF",1,"BLUTI",375,"winter",8.11666666666667
"17573",87849,"0700EDCCEF",1,"BLUTI",980,"winter",2
"17574",87855,"0700EDCCEF",2,"BLUTI",1434,"winter",5.83333333333333
"17575",87858,"0700EDCCEF",1,"BLUTI",960,"winter",0.75
"17576",87861,"0700EDCCEF",4,"BLUTI",526,"winter",9.76666666666667
"17577",87864,"0700EDCCEF",1,"BLUTI",388,"winter",5.91666666666667
"17578",87870,"0700EDCCEF",1,"BLUTI",1053,"winter",2.98333333333333
"17579",87879,"0700EDCCEF",1,"BLUTI",1926,"winter",0.0666666666666667
"17580",87897,"0700EDCCEF",1,"BLUTI",983,"winter",0.5
"17581",87900,"0700EDCCEF",2,"BLUTI",535,"winter",3.28333333333333
"17582",87924,"0700EDCCEF",1,"BLUTI",2267,"winter",8.95
"17583",87975,"0700EDCCEF",2,"BLUTI",984,"winter",3.83333333333333
"17584",87987,"0700EDCCEF",1,"BLUTI",498,"winter",2.63333333333333
"17585",88002,"0700EDCCEF",1,"BLUTI",2071,"winter",1.28333333333333
"17586",88004,"0700EDCCEF",1,"BLUTI",1981,"winter",2.63333333333333
"17587",88009,"0700EDCCEF",1,"BLUTI",796,"winter",2.91666666666667
"17588",88021,"0700EDCCEF",2,"BLUTI",424,"winter",5.61666666666667
"17589",88093,"0700EDCCEF",1,"BLUTI",1060,"winter",1.36666666666667
"17590",88103,"0700EDCCEF",2,"BLUTI",1990,"winter",3.53333333333333
"17591",88129,"0700EDCCEF",2,"BLUTI",505,"winter",1.31666666666667
"17592",88160,"0700EDCCEF",1,"BLUTI",2431,"winter",1.58333333333333
"17593",88167,"0700EDCD5E",1,"GRETI",91,"winter",2.73333333333333
"17594",88168,"0700EDCD5E",1,"GRETI",2218,"winter",1.31666666666667
"17595",88169,"0700EDCD5E",1,"GRETI",2049,"winter",2.98333333333333
"17596",88170,"0700EDCD5E",1,"GRETI",1114,"winter",6.98333333333333
"17597",88171,"0700EDCD5E",1,"GRETI",2330,"winter",1.1
"17598",88172,"0700EDCD5E",1,"GRETI",2375,"winter",3.18333333333333
"17599",88173,"0700EDCD5E",1,"GRETI",2303,"winter",0.516666666666667
"17600",88174,"0700EDCD5E",1,"GRETI",2454,"winter",2.28333333333333
"17601",88175,"0700EDCD5E",1,"GRETI",2023,"winter",2.11666666666667
"17602",88177,"0700EDCD5E",1,"GRETI",2197,"winter",1.05
"17603",88178,"0700EDCD5E",1,"GRETI",1975,"winter",3.95
"17604",88181,"0700EDCD5E",1,"GRETI",1981,"winter",2.63333333333333
"17605",88185,"0700EDCD5E",1,"GRETI",2058,"winter",1.98333333333333
"17606",88186,"0700EDCD5E",2,"GRETI",2081,"winter",4.33333333333333
"17607",88188,"0700EDCD5E",1,"GRETI",2436,"winter",0.716666666666667
"17608",88198,"0700EDCD5E",1,"GRETI",2419,"winter",0.983333333333333
"17609",88201,"0700EDCD5E",1,"GRETI",2338,"winter",0.983333333333333
"17610",88203,"0700EDCD5E",1,"GRETI",2463,"winter",1.95
"17611",88205,"0700EDCD5E",1,"GRETI",1929,"winter",4.98333333333333
"17612",88207,"0700EDCD5E",1,"GRETI",1475,"winter",4.65
"17613",88214,"0700EDCD5E",1,"GRETI",2427,"winter",1.73333333333333
"17614",88215,"0700EDCD5E",1,"GRETI",1964,"winter",2.03333333333333
"17615",88219,"0700EDCD5E",1,"GRETI",2298,"winter",0.883333333333333
"17616",88223,"0700EDCD5E",1,"GRETI",2007,"winter",0.216666666666667
"17617",88228,"0700EDCD5E",1,"GRETI",2278,"winter",3.86666666666667
"17618",88233,"0700EDCD5E",2,"GRETI",1971,"winter",3.25
"17619",88235,"0700EDCD5E",2,"GRETI",1941,"winter",3.41666666666667
"17620",88236,"0700EDCD5E",1,"GRETI",2378,"winter",2.75
"17621",88239,"0700EDCD5E",1,"GRETI",2033,"winter",5.26666666666667
"17622",88240,"0700EDCD5E",1,"GRETI",1434,"winter",5.83333333333333
"17623",88242,"0700EDCD5E",1,"GRETI",2374,"winter",0.75
"17624",88254,"0700EDCD5E",1,"GRETI",1379,"winter",2.71666666666667
"17625",88255,"0700EDCD5E",1,"GRETI",2433,"winter",0.333333333333333
"17626",88256,"0700EDCD5E",1,"GRETI",2403,"winter",0.866666666666667
"17627",88258,"0700EDCD5E",1,"GRETI",2382,"winter",0.816666666666667
"17628",88260,"0700EDCD5E",1,"GRETI",2017,"winter",2.58333333333333
"17629",88276,"0700EDCD5E",1,"GRETI",1953,"winter",0.9
"17630",88279,"0700EDCD5E",1,"GRETI",935,"winter",2.68333333333333
"17631",88281,"0700EDCD5E",1,"GRETI",2439,"winter",2.9
"17632",88290,"0700EDCD5E",1,"GRETI",2065,"winter",7.28333333333333
"17633",88299,"0700EDCD5E",1,"GRETI",2411,"winter",1.1
"17634",88303,"0700EDCD5E",1,"GRETI",2163,"winter",0.483333333333333
"17635",88308,"0700EDCD5E",2,"GRETI",1951,"winter",0.983333333333333
"17636",88317,"0700EDCD5E",1,"GRETI",2417,"winter",6.15
"17637",88322,"0700EDCD5E",1,"GRETI",2429,"winter",4.81666666666667
"17638",88334,"0700EDCD5E",1,"GRETI",1366,"winter",4.4
"17639",88339,"0700EDCD5E",1,"GRETI",2258,"winter",2.26666666666667
"17640",88341,"0700EDCD5E",1,"GRETI",1977,"winter",4.25
"17641",88352,"0700EDCD5E",1,"GRETI",2336,"winter",0.983333333333333
"17642",88362,"0700EDCD5E",1,"GRETI",979,"winter",2.38333333333333
"17643",88365,"0700EDCD5E",1,"GRETI",2392,"winter",0.833333333333333
"17644",88395,"0700EDCD5E",1,"GRETI",2019,"winter",0.55
"17645",88399,"0700EDCD5E",1,"GRETI",1456,"winter",1.96666666666667
"17646",88404,"0700EDCD5E",2,"GRETI",2333,"winter",2.66666666666667
"17647",88418,"0700EDCD5E",1,"GRETI",2415,"winter",1.98333333333333
"17648",88428,"0700EDCD5E",1,"GRETI",2348,"winter",0.983333333333333
"17649",88448,"0700EDCD5E",1,"GRETI",2024,"winter",1.61666666666667
"17650",88468,"0700EDCD5E",1,"GRETI",135,"winter",2.88333333333333
"17651",88470,"0700EDCD5E",1,"GRETI",2345,"winter",1.55
"17652",88475,"0700EDCD5E",1,"GRETI",2395,"winter",5.38333333333333
"17653",88493,"0700EDCD5E",1,"GRETI",1107,"winter",0.783333333333333
"17654",88495,"0700EDCD5E",2,"GRETI",1003,"winter",4.68333333333333
"17655",88497,"0700EDCD5E",1,"GRETI",2473,"winter",1.41666666666667
"17656",88499,"0700EDCD5E",1,"GRETI",2077,"winter",0.95
"17657",88523,"0700EDCD5E",1,"GRETI",1396,"winter",1.95
"17658",88544,"0700EDCD5E",2,"GRETI",1473,"winter",0.866666666666667
"17659",88567,"0700EDCD5E",1,"GRETI",2233,"winter",0.933333333333333
"17660",88569,"0700EDCD5E",1,"GRETI",2412,"winter",1.98333333333333
"17661",88618,"0700EDCD5E",1,"GRETI",2406,"winter",1.58333333333333
"17662",88621,"0700EDCD5E",1,"GRETI",2404,"winter",0.0833333333333333
"17663",88637,"0700EDCD5E",1,"GRETI",2191,"winter",0.3
"17664",88655,"0700EDCD5E",1,"GRETI",2052,"winter",0.466666666666667
"17665",88690,"0700EDCD5E",1,"GRETI",2022,"winter",2.78333333333333
"17666",88694,"0700EDCD5E",1,"GRETI",2324,"winter",0.933333333333333
"17667",88726,"0700EDCD5E",1,"GRETI",2339,"winter",2.36666666666667
"17668",88729,"0700EDCD5E",1,"GRETI",2316,"winter",0.116666666666667
"17669",88733,"0700EDCD5E",1,"GRETI",2214,"winter",1.98333333333333
"17670",88734,"0700EDCD5E",2,"GRETI",97,"winter",4.86666666666667
"17671",88740,"0700EDCD5E",1,"GRETI",2018,"winter",1.03333333333333
"17672",88768,"0700EDCD5E",1,"GRETI",2011,"winter",0.983333333333333
"17673",88789,"0700EDCD5E",1,"GRETI",2227,"winter",2.96666666666667
"17674",88839,"0700EDCD5E",1,"GRETI",2346,"winter",1.8
"17675",88858,"0700EDCD5E",1,"GRETI",1984,"winter",0.566666666666667
"17676",88922,"0700EDCD5E",2,"GRETI",2458,"winter",4.86666666666667
"17677",88960,"0700EDCF41",2,"GRETI",2119,"winter",5.4
"17678",88961,"0700EDCF41",3,"GRETI",2821,"winter",0.983333333333333
"17679",88963,"0700EDCF41",1,"GRETI",2647,"winter",2.63333333333333
"17680",88967,"0700EDCF41",2,"GRETI",2619,"winter",7.28333333333333
"17681",88968,"0700EDCF41",1,"GRETI",2530,"winter",1.55
"17682",88969,"0700EDCF41",1,"GRETI",1167,"winter",4.46666666666667
"17683",88980,"0700EDCF41",3,"GRETI",2533,"winter",2.76666666666667
"17684",88983,"0700EDCF41",1,"GRETI",2556,"winter",2.21666666666667
"17685",88996,"0700EDCF41",4,"GRETI",2631,"winter",3.83333333333333
"17686",89000,"0700EDCF41",1,"GRETI",1220,"winter",4.58333333333333
"17687",89001,"0700EDCF41",1,"GRETI",2594,"winter",1.83333333333333
"17688",89003,"0700EDCF41",3,"GRETI",2114,"winter",23.1
"17689",89006,"0700EDCF41",1,"GRETI",2599,"winter",7.65
"17690",89019,"0700EDCF41",1,"GRETI",2509,"winter",4.6
"17691",89031,"0700EDCF41",3,"GRETI",2616,"winter",5.2
"17692",89071,"0700EDCF41",1,"GRETI",2615,"winter",0.366666666666667
"17693",89101,"0700EDD10B",1,"GRETI",1818,"winter",1.78333333333333
"17694",89102,"0700EDD10B",1,"GRETI",2213,"winter",3.73333333333333
"17695",89103,"0700EDD10B",1,"GRETI",2393,"winter",1.88333333333333
"17696",89104,"0700EDD10B",1,"GRETI",2594,"winter",1.83333333333333
"17697",89105,"0700EDD10B",2,"GRETI",2172,"winter",10.5833333333333
"17698",89106,"0700EDD10B",1,"GRETI",2617,"winter",0.9
"17699",89107,"0700EDD10B",1,"GRETI",2439,"winter",2.9
"17700",89110,"0700EDD10B",1,"GRETI",2212,"winter",1.98333333333333
"17701",89112,"0700EDD10B",1,"GRETI",1617,"winter",9.45
"17702",89123,"0700EDD10B",1,"GRETI",2441,"winter",2.55
"17703",89124,"0700EDD10B",1,"GRETI",2570,"winter",2.91666666666667
"17704",89138,"0700EDD10B",1,"GRETI",2258,"winter",2.26666666666667
"17705",89141,"0700EDD10B",1,"GRETI",2590,"winter",0
"17706",89174,"0700EDD10B",2,"GRETI",1615,"winter",5.86666666666667
"17707",89194,"0700EDD10B",1,"GRETI",1552,"winter",7.61666666666667
"17708",89197,"0700EDD10B",2,"GRETI",18,"winter",2.73333333333333
"17709",89203,"0700EDD10B",1,"GRETI",2193,"winter",1.83333333333333
"17710",89231,"0700EDD10B",2,"GRETI",1817,"winter",1.4
"17711",89243,"0700EDD10B",1,"GRETI",2531,"winter",1.21666666666667
"17712",89278,"0700EDD10B",1,"GRETI",7,"winter",7.68333333333333
"17713",89294,"0700EDD10B",1,"GRETI",2291,"winter",0.7
"17714",89335,"0700EDD10B",1,"GRETI",2553,"winter",0.966666666666667
"17715",89340,"0700EDD10B",1,"GRETI",2373,"winter",1.13333333333333
"17716",89435,"0700EDD10B",1,"GRETI",2599,"winter",7.65
"17717",89445,"0700EDD10B",1,"GRETI",2450,"winter",0.25
"17718",89514,"0700EDD10B",1,"GRETI",2589,"winter",1.03333333333333
"17719",89540,"0700EDD10B",1,"GRETI",2298,"winter",0.883333333333333
"17720",89648,"0700EDD83B",1,"GRETI",649,"winter",7.65
"17721",89649,"0700EDD83B",1,"GRETI",690,"winter",19.4333333333333
"17722",89651,"0700EDD83B",1,"GRETI",678,"winter",1.91666666666667
"17723",89652,"0700EDD83B",1,"GRETI",269,"winter",2.75
"17724",89655,"0700EDD83B",1,"GRETI",903,"winter",1.38333333333333
"17725",89659,"0700EDD83B",2,"GRETI",292,"winter",1.21666666666667
"17726",89660,"0700EDD83B",4,"GRETI",300,"winter",4
"17727",89663,"0700EDD83B",3,"GRETI",272,"winter",4.15
"17728",89666,"0700EDD83B",2,"GRETI",2113,"winter",2.8
"17729",89667,"0700EDD83B",1,"GRETI",673,"winter",1.2
"17730",89669,"0700EDD83B",1,"GRETI",703,"winter",14.0833333333333
"17731",89670,"0700EDD83B",2,"GRETI",674,"winter",4.53333333333333
"17732",89675,"0700EDD83B",1,"GRETI",671,"winter",11.9166666666667
"17733",89678,"0700EDD83B",3,"GRETI",2092,"winter",3.01666666666667
"17734",89687,"0700EDD83B",1,"GRETI",1870,"winter",0.816666666666667
"17735",89697,"0700EDD83B",1,"GRETI",895,"winter",1.61666666666667
"17736",89703,"0700EDD83B",1,"GRETI",1875,"winter",0.65
"17737",89704,"0700EDD83B",2,"GRETI",702,"winter",16
"17738",89726,"0700EDD83B",1,"GRETI",1676,"winter",1.11666666666667
"17739",89730,"0700EDD83B",1,"GRETI",1667,"winter",3
"17740",89734,"0700EDD83B",5,"GRETI",304,"winter",4.63333333333333
"17741",89745,"0700EDD83B",4,"GRETI",291,"winter",4.73333333333333
"17742",89750,"0700EDD83B",3,"GRETI",1709,"winter",6.41666666666667
"17743",89751,"0700EDD83B",1,"GRETI",663,"winter",2.46666666666667
"17744",89761,"0700EDD83B",2,"GRETI",2091,"winter",4.4
"17745",89769,"0700EDD83B",1,"GRETI",2127,"winter",1.01666666666667
"17746",89774,"0700EDD83B",3,"GRETI",308,"winter",0.9
"17747",89776,"0700EDD83B",1,"GRETI",2636,"winter",1.71666666666667
"17748",89786,"0700EDD83B",1,"GRETI",625,"winter",4.23333333333333
"17749",89815,"0700EDD83B",5,"GRETI",298,"winter",2.9
"17750",89856,"0700EDD83B",2,"GRETI",253,"winter",3.98333333333333
"17751",89867,"0700EDD83B",2,"GRETI",260,"winter",6.95
"17752",89871,"0700EDD83B",2,"GRETI",297,"winter",0.816666666666667
"17753",89887,"0700EDD83B",1,"GRETI",1859,"winter",1.58333333333333
"17754",89891,"0700EDD83B",3,"GRETI",2118,"winter",7.41666666666667
"17755",89905,"0700EDD83B",1,"GRETI",2104,"winter",5.51666666666667
"17756",89906,"0700EDD83B",1,"GRETI",1865,"winter",1.83333333333333
"17757",89911,"0700EDD83B",1,"GRETI",893,"winter",1.91666666666667
"17758",89924,"0700EDD83B",1,"GRETI",1867,"winter",1.51666666666667
"17759",89941,"0700EDD83B",1,"GRETI",670,"winter",6.66666666666667
"17760",89944,"0700EDD83B",1,"GRETI",2528,"winter",0.25
"17761",89952,"0700EDD83B",1,"GRETI",2538,"winter",2.98333333333333
"17762",89976,"0700EDD83B",3,"GRETI",285,"winter",6.71666666666667
"17763",89993,"0700EDD83B",2,"GRETI",1698,"winter",3.36666666666667
"17764",89997,"0700EDD83B",1,"GRETI",2115,"winter",0.35
"17765",89998,"0700EDD83B",1,"GRETI",638,"winter",1.15
"17766",90006,"0700EDD83B",1,"GRETI",1860,"winter",1.35
"17767",90027,"0700EDD83B",2,"GRETI",647,"winter",4.66666666666667
"17768",90064,"0700EDD83B",1,"GRETI",704,"winter",6.53333333333333
"17769",90100,"0700EDD83B",2,"GRETI",309,"winter",2.93333333333333
"17770",90109,"0700EDD83B",1,"GRETI",281,"winter",0.05
"17771",90118,"0700EDD83B",1,"GRETI",2119,"winter",5.4
"17772",90128,"0700EDD83B",3,"GRETI",650,"winter",2.26666666666667
"17773",90138,"0700EDD83B",1,"GRETI",1858,"winter",0.916666666666667
"17774",90155,"0700EDD83B",1,"GRETI",898,"winter",0.233333333333333
"17775",90215,"0700EDD83B",2,"GRETI",1617,"winter",9.45
"17776",90217,"0700EDD83B",2,"GRETI",1677,"winter",2.6
"17777",90264,"0700EDD83B",1,"GRETI",635,"winter",2.16666666666667
"17778",90311,"0700EDD83B",1,"GRETI",2108,"winter",4.6
"17779",90324,"0700EDD83B",1,"GRETI",896,"winter",1.13333333333333
"17780",90334,"0700EDD83B",1,"GRETI",1613,"winter",3.41666666666667
"17781",90335,"0700EDD83B",4,"GRETI",266,"winter",3.43333333333333
"17782",90338,"0700EDD83B",1,"GRETI",278,"winter",1.18333333333333
"17783",90339,"0700EDD83B",1,"GRETI",268,"winter",4.66666666666667
"17784",90347,"0700EDD83B",5,"GRETI",303,"winter",4
"17785",90358,"0700EDD83B",1,"GRETI",1874,"winter",0.166666666666667
"17786",90370,"0700EDD83B",1,"GRETI",1854,"winter",2.25
"17787",90399,"0700EDD83B",1,"GRETI",2500,"winter",0.05
"17788",90400,"0700EDD83B",1,"GRETI",892,"winter",1.05
"17789",90449,"0700EDD83B",2,"GRETI",1855,"winter",1.51666666666667
"17790",90509,"0700EDD83B",1,"GRETI",681,"winter",19.6
"17791",90571,"0700EDD83B",1,"GRETI",1864,"winter",0.0166666666666667
"17792",90648,"0700EDD86A",1,"GRETI",1153,"winter",3.45
"17793",90651,"0700EDD86A",1,"GRETI",1472,"winter",0
"17794",90652,"0700EDD86A",1,"GRETI",1061,"winter",0.866666666666667
"17795",90655,"0700EDD86A",3,"GRETI",1405,"winter",8.38333333333333
"17796",90656,"0700EDD86A",2,"GRETI",1410,"winter",5.71666666666667
"17797",90659,"0700EDD86A",2,"GRETI",1481,"winter",2.5
"17798",90683,"0700EDD86A",1,"GRETI",1434,"winter",5.83333333333333
"17799",90688,"0700EDD86A",3,"GRETI",1409,"winter",3.25
"17800",90721,"0700EDD871",1,"GRETI",2004,"winter",0.85
"17801",90722,"0700EDD871",1,"GRETI",2197,"winter",1.05
"17802",90723,"0700EDD871",1,"GRETI",2031,"winter",0.633333333333333
"17803",90724,"0700EDD871",2,"GRETI",1950,"winter",5.65
"17804",90725,"0700EDD871",1,"GRETI",1951,"winter",0.983333333333333
"17805",90726,"0700EDD871",1,"GRETI",1011,"winter",0.866666666666667
"17806",90727,"0700EDD871",1,"GRETI",2164,"winter",2.96666666666667
"17807",90728,"0700EDD871",1,"GRETI",1516,"winter",2.8
"17808",90729,"0700EDD871",4,"GRETI",1536,"winter",7.4
"17809",90732,"0700EDD871",3,"GRETI",1795,"winter",0.966666666666667
"17810",90736,"0700EDD871",4,"GRETI",1114,"winter",6.98333333333333
"17811",90748,"0700EDD871",1,"GRETI",1770,"winter",1.11666666666667
"17812",90753,"0700EDD871",1,"GRETI",1496,"winter",8.1
"17813",90754,"0700EDD871",1,"GRETI",2072,"winter",0.433333333333333
"17814",90761,"0700EDD871",2,"GRETI",2407,"winter",0.883333333333333
"17815",90763,"0700EDD871",1,"GRETI",1942,"winter",1.7
"17816",90765,"0700EDD871",1,"GRETI",795,"winter",2.53333333333333
"17817",90768,"0700EDD871",1,"GRETI",1411,"winter",3.25
"17818",90772,"0700EDD871",1,"GRETI",1036,"winter",5.41666666666667
"17819",90777,"0700EDD871",1,"GRETI",1919,"winter",1.88333333333333
"17820",90780,"0700EDD871",1,"GRETI",2177,"winter",1.18333333333333
"17821",90783,"0700EDD871",2,"GRETI",2084,"winter",2.03333333333333
"17822",90791,"0700EDD871",1,"GRETI",48,"winter",2.05
"17823",90792,"0700EDD871",6,"GRETI",1410,"winter",5.71666666666667
"17824",90800,"0700EDD871",1,"GRETI",1031,"winter",0.75
"17825",90804,"0700EDD871",1,"GRETI",406,"winter",1.76666666666667
"17826",90812,"0700EDD871",1,"GRETI",2209,"winter",0.483333333333333
"17827",90819,"0700EDD871",2,"GRETI",2278,"winter",3.86666666666667
"17828",90824,"0700EDD871",1,"GRETI",1963,"winter",1.43333333333333
"17829",90828,"0700EDD871",4,"GRETI",799,"winter",3.35
"17830",90831,"0700EDD871",2,"GRETI",2473,"winter",1.41666666666667
"17831",90838,"0700EDD871",3,"GRETI",2078,"winter",4.85
"17832",90841,"0700EDD871",1,"GRETI",1954,"winter",0.0833333333333333
"17833",90855,"0700EDD871",1,"GRETI",2385,"winter",1.21666666666667
"17834",90856,"0700EDD871",2,"GRETI",2028,"winter",2.5
"17835",90869,"0700EDD871",1,"GRETI",1146,"winter",5.1
"17836",90874,"0700EDD871",3,"GRETI",1017,"winter",2.16666666666667
"17837",90879,"0700EDD871",1,"GRETI",1028,"winter",7.45
